Player,Nation,Pos,Squad,Comp,Born,GA,GA_per_90,SoTA,Saves,save_percentage,wins,draws,losses,clean_sheet,clean_sheet_percentage,penalties_attempted,penalties_allowed,penalties_saved,penalties_missed,penalty_save_percentage
Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,1995,21,1.05,68,50,73.5,11.0,6.0,3.0,4,20.0,3.0,3.0,0.0,0.0,0.0
Alfred Gomis,sn SEN,GK,SPAL,it Serie A,1993,27,1.41,76,50,65.8,3.0,6.0,10.0,6,31.6,1.0,1.0,0.0,0.0,0.0
Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,1990,5,1.25,15,10,66.7,3.0,0.0,1.0,1,25.0,0.0,0.0,0.0,0.0,
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,1987,23,1.18,82,60,73.2,10.0,4.0,6.0,7,35.0,1.0,1.0,0.0,0.0,0.0
Guido Guerrieri,it ITA,GK,Lazio,it Serie A,1996,3,3.0,5,2,40.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,1990,28,0.86,108,86,77.8,19.0,9.0,5.0,16,48.5,5.0,4.0,0.0,1.0,0.0
Angus Gunn,eng ENG,GK,Southampton,eng Premier League,1996,18,1.5,48,30,62.5,4.0,4.0,4.0,3,25.0,1.0,0.0,1.0,0.0,100.0
Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,1986,54,1.42,155,109,69.0,9.0,11.0,18.0,11,28.9,9.0,6.0,2.0,1.0,25.0
Ben Hamer,eng ENG,GK,Huddersfield,eng Premier League,1987,21,3.42,37,20,51.4,0.0,1.0,6.0,1,14.3,3.0,3.0,0.0,0.0,0.0
Samir Handanović,si SVN,GK,Inter,it Serie A,1984,35,0.92,128,101,75.0,20.0,9.0,9.0,17,44.7,5.0,3.0,0.0,2.0,0.0
Joe Hart,eng ENG,GK,Burnley,eng Premier League,1987,41,2.16,117,78,65.8,3.0,3.0,13.0,4,21.1,2.0,1.0,1.0,0.0,50.0
Tom Heaton,eng ENG,GK,Burnley,eng Premier League,1986,27,1.42,82,59,68.3,8.0,4.0,7.0,4,21.1,1.0,1.0,0.0,0.0,0.0
Wayne Hennessey,wal WAL,GK,Crystal Palace,eng Premier League,1987,26,1.49,65,42,64.6,4.0,3.0,10.0,5,29.4,4.0,3.0,1.0,0.0,25.0
Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,1988,32,1.03,85,56,65.9,12.0,10.0,9.0,10,32.3,3.0,3.0,0.0,0.0,0.0
Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,1987,4,2.0,5,1,20.0,2.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,
Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,1989,49,1.53,125,83,63.2,18.0,4.0,10.0,9,28.1,4.0,3.0,1.0,0.0,25.0
Salvador Ichazo,uy URU,GK,Torino,it Serie A,1992,2,0.72,8,7,87.5,1.0,1.0,0.0,1,50.0,1.0,1.0,0.0,0.0,0.0
Gorka Iraizoz,es ESP,GK,Girona,es La Liga,1981,10,1.61,36,29,77.8,1.0,0.0,5.0,1,16.7,2.0,2.0,0.0,0.0,0.0
Jandrei,br BRA,GK,Genoa,it Serie A,1993,1,1.0,2,0,50.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,1984,48,1.57,141,96,67.4,9.0,10.0,12.0,8,25.8,4.0,2.0,1.0,1.0,33.3
Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,1990,34,2.0,73,41,56.2,1.0,5.0,11.0,4,23.5,4.0,2.0,1.0,1.0,33.3
Aleksandar Jovanović,rs SRB,GK,Huesca,es La Liga,1992,19,1.58,43,27,60.5,1.0,4.0,7.0,0,0.0,2.0,2.0,0.0,0.0,0.0
Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,1994,1,2.0,3,2,66.7,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
Orestis Karnezis,gr GRE,GK,Napoli,it Serie A,1985,7,0.78,25,19,76.0,6.0,2.0,1.0,4,44.4,1.0,1.0,0.0,0.0,0.0
Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,1983,0,0.0,1,1,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,
Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,1997,1,1.0,6,6,100.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0
Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,1997,42,2.72,85,44,51.8,4.0,2.0,10.0,3,18.8,2.0,1.0,1.0,0.0,50.0
Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,1992,48,1.48,134,90,66.4,10.0,11.0,11.0,9,28.1,4.0,3.0,1.0,0.0,25.0
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,1988,9,2.57,13,6,46.2,2.0,0.0,1.0,1,33.3,2.0,2.0,0.0,0.0,0.0
Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,1999,40,1.19,118,86,70.3,8.0,15.0,11.0,9,26.5,6.0,5.0,1.0,0.0,16.7
Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,1991,42,1.14,136,100,71.3,15.0,13.0,9.0,11,29.7,5.0,3.0,1.0,1.0,25.0
Bernd Leno,de GER,GK,Arsenal,eng Premier League,1992,42,1.33,139,105,74.8,16.0,7.0,8.0,7,22.6,7.0,7.0,0.0,0.0,0.0
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,1986,33,1.0,122,94,75.4,21.0,2.0,10.0,12,36.4,5.0,3.0,2.0,0.0,40.0
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,1990,42,1.24,131,97,71.8,18.0,9.0,7.0,9,26.5,5.0,5.0,0.0,0.0,0.0
Diego López,es ESP,GK,Espanyol,es La Liga,1981,50,1.32,156,114,71.8,14.0,11.0,13.0,10,26.3,8.0,6.0,2.0,0.0,25.0
Pau López,es ESP,GK,Betis,es La Liga,1994,47,1.42,135,91,67.4,12.0,7.0,14.0,10,30.3,4.0,3.0,1.0,0.0,25.0
Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,1989,54,1.75,137,87,63.5,3.0,5.0,22.0,5,16.7,5.0,4.0,1.0,0.0,20.0
Andriy Lunin,ua UKR,GK,Leganés,es La Liga,1999,5,1.24,18,13,77.8,1.0,0.0,3.0,2,50.0,2.0,1.0,1.0,0.0,50.0
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,1987,22,1.51,77,56,71.4,3.0,5.0,6.0,2,14.3,0.0,0.0,0.0,0.0,
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,1995,34,0.89,118,91,76.3,22.0,9.0,7.0,15,39.5,10.0,6.0,2.0,2.0,25.0
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,1985,41,1.35,108,74,67.6,14.0,5.0,12.0,9,29.0,7.0,6.0,1.0,0.0,14.3
Federico Marchetti,it ITA,GK,Genoa,it Serie A,1983,10,2.5,19,10,47.4,2.0,0.0,2.0,1,25.0,0.0,0.0,0.0,0.0,
Jordi Masip,es ESP,GK,Valladolid,es La Liga,1989,45,1.29,140,102,71.4,10.0,9.0,16.0,9,25.7,8.0,5.0,3.0,0.0,37.5
Christian Mathenia,de GER,GK,Nürnberg,de Bundesliga,1992,40,1.86,116,75,66.4,1.0,7.0,14.0,2,9.1,1.0,1.0,0.0,0.0,0.0
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,1989,44,1.76,116,77,63.8,5.0,8.0,12.0,4,16.0,2.0,2.0,0.0,0.0,0.0
Edouard Mendy,sn SEN,GK,Reims,fr Ligue 1,1992,42,1.11,147,114,76.2,13.0,16.0,9.0,14,36.8,7.0,7.0,0.0,0.0,0.0
Alex Meret,it ITA,GK,Napoli,it Serie A,1997,9,0.7,47,40,85.1,9.0,1.0,3.0,5,38.5,2.0,2.0,0.0,0.0,0.0
Vanja Milinković-Savić,rs SRB,GK,SPAL,it Serie A,1997,4,2.2,16,12,75.0,1.0,0.0,1.0,1,50.0,0.0,0.0,0.0,0.0,
Antonio Mirante,it ITA,GK,Roma,it Serie A,1983,6,0.55,36,28,83.3,6.0,4.0,1.0,6,54.5,1.0,0.0,1.0,0.0,100.0
Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,1986,1,1.0,5,5,80.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Florian Müller,de GER,GK,Mainz 05,de Bundesliga,1997,43,1.79,118,78,66.1,8.0,3.0,13.0,5,20.8,4.0,3.0,0.0,1.0,0.0
Juan Musso,ar ARG,GK,Udinese,it Serie A,1994,41,1.41,133,101,75.2,9.0,8.0,12.0,7,24.1,8.0,8.0,0.0,0.0,0.0
Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,1994,2,1.33,3,2,66.7,0.0,0.0,1.0,1,100.0,1.0,1.0,0.0,0.0,0.0
Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,1986,8,0.8,30,22,73.3,6.0,2.0,2.0,4,40.0,0.0,0.0,0.0,0.0,
Neto,br BRA,GK,Valencia,es La Liga,1989,34,1.0,134,109,79.9,13.0,14.0,7.0,10,29.4,8.0,7.0,1.0,0.0,12.5
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,1986,23,0.9,51,32,60.8,20.0,3.0,3.0,10,38.5,3.0,3.0,0.0,0.0,0.0
Will Norris,eng ENG,GK,Wolves,eng Premier League,1993,0,,0,0,,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,
Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,1996,29,1.64,77,49,66.2,4.0,6.0,8.0,4,22.2,4.0,3.0,1.0,0.0,25.0
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,1993,27,0.73,123,103,82.1,22.0,9.0,6.0,20,54.1,5.0,5.0,0.0,0.0,0.0
Oier Olazábal,es ESP,GK,Levante,es La Liga,1989,40,1.9,134,99,73.1,7.0,5.0,9.0,5,23.8,5.0,4.0,1.0,0.0,20.0
Alexandre Olliero,fr FRA,GK,Nantes,fr Ligue 1,1996,1,1.0,0,0,,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0
Robin Olsen,se SWE,GK,Roma,it Serie A,1990,43,1.59,124,87,68.5,12.0,8.0,7.0,4,14.8,6.0,4.0,0.0,2.0,0.0
David Ospina,co COL,GK,Napoli,it Serie A,1988,20,1.24,63,44,69.8,9.0,4.0,3.0,5,31.3,1.0,1.0,0.0,0.0,0.0
Ramazan Özcan,at AUT,GK,Leverkusen,de Bundesliga,1984,5,2.5,12,8,66.7,0.0,0.0,2.0,0,0.0,2.0,1.0,1.0,0.0,50.0
Fernando Pacheco,es ESP,GK,Alavés,es La Liga,1992,46,1.31,145,105,72.4,11.0,11.0,13.0,8,22.9,6.0,6.0,0.0,0.0,0.0
Rui Patrício,pt POR,GK,Wolves,eng Premier League,1988,46,1.24,138,98,68.8,15.0,9.0,13.0,8,21.6,4.0,3.0,0.0,1.0,0.0
Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,1992,47,1.42,153,108,71.2,14.0,11.0,9.0,5,14.7,4.0,3.0,0.0,1.0,0.0
Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,1981,4,1.78,12,8,66.7,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,1982,12,1.59,22,14,63.6,4.0,2.0,1.0,3,42.9,5.0,4.0,1.0,0.0,20.0
Mattia Perin,it ITA,GK,Juventus,it Serie A,1992,8,0.89,26,19,73.1,6.0,1.0,2.0,5,55.6,1.0,1.0,0.0,0.0,0.0
Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,1987,11,1.29,41,29,73.2,5.0,1.0,2.0,1,12.5,1.0,0.0,0.0,1.0,
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,1994,46,1.21,128,86,65.6,15.0,9.0,14.0,14,36.8,5.0,2.0,3.0,0.0,60.0
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,1990,2,2.0,3,1,33.3,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Luca Plogmann,de GER,GK,Werder Bremen,de Bundesliga,2000,1,2.43,0,0,,0.0,0.0,0.0,0,,1.0,1.0,0.0,0.0,0.0
Giacomo Poluzzi,it ITA,GK,SPAL,it Serie A,1988,0,0.0,0,0,,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,
Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,1999,0,0.0,1,1,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,
Silvio Proto,be BEL,GK,Lazio,it Serie A,1983,4,2.0,13,9,69.2,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Ivan Provedel,it ITA,GK,Empoli,it Serie A,1994,36,2.25,101,69,67.3,4.0,4.0,8.0,0,0.0,4.0,3.0,0.0,1.0,0.0
Ionuț Radu,ro ROU,GK,Genoa,it Serie A,1997,47,1.42,142,102,70.4,6.0,14.0,13.0,6,18.2,6.0,5.0,1.0,0.0,16.7
Pepe Reina,es ESP,GK,Milan,it Serie A,1982,5,1.37,12,8,66.7,1.0,0.0,1.0,1,50.0,1.0,1.0,0.0,0.0,0.0
Michael Rensing,de GER,GK,Düsseldorf,de Bundesliga,1984,62,1.94,164,107,66.5,12.0,5.0,15.0,5,15.6,7.0,7.0,0.0,0.0,0.0
Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,1990,46,1.53,140,99,70.0,6.0,11.0,14.0,6,19.4,5.0,4.0,1.0,0.0,20.0
Sergio Rico,es ESP,GK,Fulham,eng Premier League,1993,56,1.93,161,110,67.7,6.0,3.0,20.0,5,17.2,4.0,4.0,0.0,0.0,0.0
Asier Riesgo,es ESP,GK,Eibar,es La Liga,1983,20,1.43,45,26,55.6,2.0,8.0,4.0,4,28.6,0.0,0.0,0.0,0.0,
Joel Robles,es ESP,GK,Betis,es La Liga,1990,5,1.0,21,17,81.0,2.0,1.0,2.0,1,20.0,1.0,1.0,0.0,0.0,0.0
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,1991,0,,0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
John Ruddy,eng ENG,GK,Wolves,eng Premier League,1986,0,0.0,3,3,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,1986,40,1.08,147,114,77.6,19.0,8.0,10.0,13,35.1,9.0,7.0,1.0,1.0,12.5
Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,1992,35,1.3,108,77,69.4,10.0,9.0,8.0,7,25.9,3.0,2.0,1.0,0.0,33.3
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,1992,55,1.62,140,93,66.4,8.0,8.0,18.0,6,17.6,8.0,8.0,0.0,0.0,0.0
Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,1992,0,0.0,8,8,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,
Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,1992,2,2.0,6,4,66.7,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Brice Samba,cg CGO,GK,Caen,fr Ligue 1,1994,54,1.42,182,134,73.6,7.0,12.0,19.0,9,23.7,8.0,6.0,2.0,0.0,25.0
Roberto Santamaría,es ESP,GK,Huesca,es La Liga,1985,30,1.5,89,64,73.0,5.0,7.0,8.0,6,30.0,6.0,6.0,0.0,0.0,0.0
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,1986,48,1.26,139,96,69.1,15.0,7.0,16.0,10,26.3,5.0,5.0,0.0,0.0,0.0
Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,1992,60,1.82,162,108,67.3,7.0,12.0,14.0,5,15.2,7.0,7.0,0.0,0.0,0.0
Simone Scuffet,it ITA,GK,Udinese,it Serie A,1996,13,1.44,36,24,66.7,2.0,2.0,5.0,2,22.2,1.0,1.0,0.0,0.0,0.0
Andrea Seculin,it ITA,GK,Chievo,it Serie A,1990,6,6.0,12,5,50.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,1992,48,1.3,151,111,72.8,10.0,16.0,11.0,8,21.6,9.0,7.0,2.0,0.0,22.2
Adrian Šemper,hr CRO,GK,Chievo,it Serie A,1998,8,1.33,31,23,74.2,1.0,3.0,2.0,2,33.3,0.0,0.0,0.0,0.0,
Luigi Sepe,it ITA,GK,Parma,it Serie A,1991,60,1.62,191,144,72.8,10.0,11.0,16.0,10,27.0,8.0,8.0,0.0,0.0,0.0
Unai Simón,es ESP,GK,Athletic Club,es La Liga,1997,13,1.86,31,20,64.5,1.0,4.0,2.0,0,0.0,2.0,2.0,0.0,0.0,0.0
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,1987,36,1.02,136,103,75.0,15.0,14.0,7.0,14,38.9,4.0,2.0,2.0,0.0,50.0
Antonio Sivera,es ESP,GK,Alavés,es La Liga,1996,4,1.33,14,10,71.4,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,1991,56,1.47,173,121,69.9,11.0,11.0,16.0,10,26.3,4.0,4.0,0.0,0.0,0.0
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,1988,43,1.26,154,115,74.0,16.0,7.0,11.0,13,38.2,3.0,3.0,0.0,0.0,0.0
David Soria,es ESP,GK,Getafe,es La Liga,1993,34,0.92,127,100,76.4,14.0,14.0,9.0,13,35.1,7.0,4.0,2.0,1.0,33.3
Juan Soriano,es ESP,GK,Sevilla,es La Liga,1997,2,0.5,11,10,90.9,4.0,0.0,0.0,3,75.0,1.0,1.0,0.0,0.0,0.0
Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,1979,62,2.0,167,111,64.1,1.0,11.0,19.0,5,16.1,4.0,2.0,2.0,0.0,50.0
Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,1979,4,4.0,9,5,55.6,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Marco Sportiello,it ITA,GK,Frosinone,it Serie A,1992,64,1.83,198,140,70.2,5.0,9.0,21.0,8,22.9,5.0,5.0,0.0,0.0,0.0
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,1995,39,1.11,129,96,73.6,16.0,7.0,12.0,10,28.6,7.0,5.0,2.0,0.0,28.6
Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,1984,12,0.95,36,26,72.2,4.0,5.0,5.0,4,28.6,3.0,2.0,1.0,0.0,33.3
Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,1995,7,2.8,12,6,41.7,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,1990,20,0.71,78,59,75.6,22.0,5.0,1.0,11,39.3,3.0,1.0,1.0,1.0,50.0
Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,1986,30,1.13,95,67,69.5,8.0,6.0,13.0,7,25.9,4.0,1.0,3.0,0.0,75.0
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,1992,32,0.91,116,86,73.3,25.0,8.0,2.0,16,45.7,1.0,1.0,0.0,0.0,0.0
Pietro Terracciano,it ITA,GK,Empoli,it Serie A,1990,10,1.25,34,25,70.6,1.0,2.0,5.0,2,25.0,0.0,0.0,0.0,0.0,
Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,1990,3,1.5,11,7,72.7,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,1990,48,1.47,159,113,70.4,14.0,9.0,10.0,8,24.2,1.0,1.0,0.0,0.0,0.0
Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,1999,5,2.5,13,9,61.5,1.0,0.0,1.0,1,50.0,0.0,0.0,0.0,0.0,
Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,1985,3,3.0,5,3,60.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0
Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,1988,9,1.07,20,13,65.0,4.0,3.0,1.0,2,25.0,3.0,2.0,0.0,1.0,0.0
Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,1989,44,1.33,134,95,70.1,13.0,8.0,12.0,8,24.2,5.0,4.0,1.0,0.0,20.0
Koke Vegas,es ESP,GK,Levante,es La Liga,1995,2,2.0,8,6,75.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Emiliano Viviano,it ITA,GK,SPAL,it Serie A,1985,25,1.48,82,60,74.4,7.0,3.0,7.0,4,23.5,4.0,4.0,0.0,0.0,0.0
Michel Vorm,nl NED,GK,Tottenham,eng Premier League,1983,4,2.0,13,9,69.2,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,
Axel Werner,ar ARG,GK,Huesca,es La Liga,1996,16,2.67,35,21,57.1,1.0,1.0,4.0,0,0.0,1.0,1.0,0.0,0.0,0.0
Yoel,es ESP,GK,Valladolid,es La Liga,1988,6,2.0,11,6,54.5,0.0,2.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0
Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,1994,14,1.4,51,37,72.5,4.0,4.0,2.0,2,20.0,0.0,0.0,0.0,0.0,
Luca Zidane,fr FRA,GK,Real Madrid,es La Liga,1998,2,2.0,3,1,33.3,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
Ron-Robert Zieler,de GER,GK,Stuttgart,de Bundesliga,1989,70,2.06,178,114,61.8,7.0,7.0,20.0,6,17.6,3.0,2.0,0.0,1.0,0.0
Antonio Adán,es ESP,GK,Atlético Madrid,es La Liga,1987,0,0.0,1,1,100.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
Adrián,es ESP,GK,Liverpool,eng Premier League,1987,10,1.03,28,17,64.3,9.0,0.0,0.0,2,22.2,0.0,0.0,0.0,0.0,
Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,1995,17,1.7,46,29,63.0,1.0,2.0,6.0,0,0.0,0.0,0.0,0.0,0.0,
Enrico Alfonso,it ITA,GK,Brescia,it Serie A,1988,4,1.29,11,7,63.6,1.0,0.0,3.0,1,25.0,0.0,0.0,0.0,0.0,
Alisson,br BRA,GK,Liverpool,eng Premier League,1992,23,0.81,79,58,72.2,23.0,3.0,3.0,13,44.8,1.0,1.0,0.0,0.0,0.0
Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,1986,1,0.5,4,3,75.0,1.0,1.0,0.0,2,50.0,0.0,0.0,0.0,0.0,
Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,1995,16,2.71,45,28,64.4,0.0,1.0,4.0,0,0.0,1.0,0.0,0.0,1.0,
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,1984,16,1.23,51,36,68.6,5.0,4.0,4.0,3,23.1,1.0,0.0,0.0,1.0,
Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,1993,5,1.25,13,10,76.9,3.0,1.0,0.0,1,25.0,2.0,2.0,0.0,0.0,0.0
Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,1993,2,0.67,4,2,50.0,2.0,0.0,1.0,2,66.7,0.0,0.0,0.0,0.0,
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,1994,47,1.42,99,55,54.5,18.0,4.0,11.0,8,24.2,2.0,2.0,0.0,0.0,0.0
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,1989,41,1.21,142,107,74.6,17.0,4.0,13.0,11,32.4,6.0,5.0,1.0,0.0,16.7
Emil Audero,it ITA,GK,Sampdoria,it Serie A,1997,60,1.67,160,110,66.9,12.0,5.0,19.0,9,25.0,8.0,7.0,0.0,1.0,0.0
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,2001,1,1.0,2,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,1990,49,1.63,143,101,69.2,13.0,7.0,10.0,7,23.3,7.0,5.0,2.0,0.0,28.6
Asmir Begović,ba BIH,GK,Milan,it Serie A,1987,3,2.09,6,4,66.7,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0
Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,1993,36,1.38,129,99,75.2,9.0,8.0,9.0,4,15.4,6.0,4.0,1.0,1.0,20.0
Etrit Berisha,al ALB,GK,SPAL,it Serie A,1989,41,1.58,142,106,75.4,5.0,3.0,18.0,3,11.5,6.0,6.0,0.0,0.0,0.0
Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,1997,38,1.55,102,69,66.7,7.0,4.0,14.0,6,24.0,4.0,4.0,0.0,0.0,0.0
Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,1998,3,1.38,6,3,50.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,
Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,1995,43,1.31,126,87,69.8,6.0,14.0,13.0,10,30.3,5.0,5.0,0.0,0.0,0.0
Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,1991,3,0.55,19,17,89.5,4.0,1.0,0.0,4,80.0,1.0,1.0,0.0,0.0,0.0
Federico Brancolini,it ITA,GK,Fiorentina,it Serie A,2001,0,0.0,0,0,,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,
Claudio Bravo,cl CHI,GK,Manchester City,eng Premier League,1983,7,1.82,15,8,53.3,2.0,0.0,1.0,1,33.3,0.0,0.0,0.0,0.0,
Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,1978,10,1.11,32,23,71.9,7.0,1.0,1.0,1,11.1,2.0,1.0,0.0,1.0,0.0
Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,1990,40,1.3,93,59,60.2,19.0,5.0,7.0,13,41.9,3.0,3.0,0.0,0.0,0.0
Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,1983,32,1.23,78,50,62.8,10.0,6.0,10.0,11,42.3,3.0,3.0,0.0,0.0,0.0
Marcin Bułka,pl POL,GK,Paris S-G,fr Ligue 1,1999,0,0.0,2,2,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,
Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,1981,7,1.4,16,10,56.3,2.0,2.0,1.0,1,20.0,0.0,0.0,0.0,0.0,
Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,1999,4,5.07,8,5,50.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,1992,38,1.46,104,69,67.3,11.0,6.0,9.0,5,19.2,4.0,4.0,0.0,0.0,0.0
Churripi,es ESP,GK,Valladolid,es La Liga,1994,3,1.11,13,10,76.9,1.0,0.0,2.0,1,33.3,0.0,0.0,0.0,0.0,
